tweet,sentiment,depression_score
But you've just given us ample evidence that you never picked up a book on President Reagan or you'd know his whole trickle down charade was the largest wealth theft by the wealthy since 1924.  And now it's about to give us the next great depression. Pick up a book to learn that.,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
"7 Tips For Managing Depression While You're Traveling, According To Experts -  http://goo.gl/alerts/SXhQCÂ  #GoogleAlerts",0,0.0
"@CUComm3200 Swanson reading: It's crazy how the gap between rich and poor is the widest since the Great Depression. People are flaunting their wealth online, and it leads to catastrophe (ex. Kim Kardashian's robbery.) Social media only focuses on the rich, which distorts society",0,0.0
"Clearly you donâ€™t understand how twitter or search engines work. I didnâ€™t post the article, and the Great Depression did indeed end in 1939. Itâ€™s not my fault history doesnâ€™t reinforce your bad knowledge of the subject.",0,0.0
Excited to share the latest addition to my #etsy shop: Black Jasper and Snow Quartz Stretch Bracelet with Strength charm/Yin and Yang/Depression Support/Meditation/Grounding/Clarity/â€¦  https://www.instagram.com/p/Bu4-u5QHOfM/?utm_source=ig_twitter_share&igshid=1jcjij1h7ylqdÂ â€¦,0,0.0
m suffering.. I am sick of it all..just wish I haven't been at all..hate doing this whole living thing… I am depression I want death.,1,0.8
Online Cognitive-Behavioral Therapy for Anxiety and Depression. See:  https://www.youtube.com/watch?v=Dv9hxTXrzdEÂ â€¦,0,0.0
I feel horrible. Things have been triggering my depression and anxiety.,1,0.65
 falling back into my depression. itâ€™s like the worst feeling in the world rn and i just donâ€™t wanna be here honestly...,1,0.6
"Most haven't experienced the 2008 global financial crisis, considered to have been the worst financial crisis since the Great Depression of the 1930s. When the next recession hits and its coming, the saturation of experts and gurus online will learn a valuable, painful lesson.",0,0.0
Depression,1,0.5
i have severe anxiety and depression and ptsd ,1,0.6
i have DEPRESSION,1,0.5
Whites are proportionately the largest recipients of welfare. Government assistance was created primarily for whites during the Great Depression. Whites standing in soup lines wearing fur coats.,0,0.0
"Thank You For Opting In! - Depression, Anxiety & Dementia Secrets  https://depressionanxietyseries.comÂ  Excellent content!",0,0.0
"Intensity aerobic Exercise will stimulate the release of Brain derived neurotrophic factors in the brain wich is like mirical grow for neurons. One reason why BDNF is so important is because depression is ver corrosive to neurons, it literally eats them up, and as I stated",0,0.0
"$5K for relief of crippling depression, under the supervision of a qualified medical practitioner? If it works, and reliably, the risks and inconvenience probably fall to the â€œworth itâ€ side of the scale",0,0.0
Online Therapist for Anxiety & Depression. Contact me via email if you would like to talk to a therapist online via Skype. Visit:  https://ift.tt/2r9QIWEÂ ,0,0.0
"We combat S.A.D. (Stress, Anxiety & Depression) with D.O.S.E. Dopamine Oxytocin Serotonin Endorphins ðŸ˜",0,0.0
depression.,1,0.5
"D&A - Episode 1 - LIVE - Depression, Anxiety & Brain Secrets  https://depressionanxietyseries.comÂ ",0,0.0
I am  in excruciating pain. I have depression and have ruined myself .,1,0.65
"not in a happy state of mind, still struggling with anxiety and depression, I hate this life. :(  https://curiouscat.me/jerseydol/post/812929473?t=1552354606Â â€¦",1,0.6
Depression,1,0.5
Electrically syncing up brain regions improves depression in first-of-its-kind study  http://dlvr.it/R0dvNyÂ  pic.twitter.com/zyCKS9WR85,0,0.0
"D&A - Episode 1 - LIVE - Depression, Anxiety & Brain Secrets  https://depressionanxietyseries.comÂ ",0,0.0
Some self-imposed limits can be so deceiving.  Visit our #kickstarterproject @  http://bit.ly/ABLmindÂ  #suicide #depression #depressed #anxiety #PTSD #bipolar #BPD #DID #mentalhealth #mentalillness #psychosis #mentalillnessapp #schizophrenia #selfharm #eatingdisorder #Veterans pic.twitter.com/S7Edac4tVV,0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?fbclid=IwAR0UbZ3o1ikcRLmOxIn0BWc9KxZ6XRI4imi_aRetunKCCpvF7xgBH_4i8i4Â â€¦",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
my depression is  growing up &  I didnâ€™t think Iâ€™d live to 20 or past that. & I am coming close to the end.,1,0.8
"Brain stimulation improves #depression symptoms, restores brain waves in clinical study  http://bit.ly/2O07cKZÂ ",0,0.0
8 Reasons Why Your Depression May Not Be Getting Better  http://dlvr.it/R0dv6CÂ  pic.twitter.com/eOsvWlIACf,0,0.0
"I am fighting difficult battles with depression, anxiety .",1,0.7
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
"So treason, by selling arms to Iran after they kidnaped  US citizens, is now on the same level as giving a our citizens a helping hand during the biggest recession since the Great Depression, while their houses were being foreclosed on by a predatory banking establishment?",0,0.0
Does online counseling really work? I recommend Online Mindfulness-based Counseling via Skype for Overcoming Anxiety and Depression without medications. Contact me to learn more. See:  https://ift.tt/2GYGHBtÂ ,0,0.0
"Are you a #Physician in the #Philadelphia area? Are you struggling with #depression, #burnout or other #mood problems?  Check out LiveWell Physicians:  https://buff.ly/2EQQDyaÂ   Weekly #peer (physician) facilitated support groups starting Thursday April 4!  Completely #Anonymous pic.twitter.com/7xaXPHjrKx",0,0.0
 I have depression,1,0.5
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://goo.gl/urpJc3Â ",0,0.0
 Iâ€™ am  struggling with shit deep depression and  i self harm. Hate this life.  ,1,0.8
 My depressionâ€™s response is to have me slumped but Iâ€™m still pushing and trying. The lows are killing me rn.,1,0.65
 Ive fallen hard into my depression and all that entails. I keep falling no matter what i do. I dont want to be like this....,1,0.7
Depression,1,0.5
"Remember Dr King on unemployment: when the unemployment rate in society at large attains the depths of 25 percent unemployed, white people call it ""a Great Depression"".  But when unemployment reaches or exceeds that same level in the black community, ""a black problem""",0,0.0
Is Esketamine the Game-Changer for Depression We Want?  https://www.rollingstone.com/culture/culture-features/esketamine-ketamine-depression-drug-approved-806363/Â â€¦ via @RollingStone,0,0.0
"my depression, anxiety, and criminal mind is fucking my life. I don’t want to live like this.",1,0.7
Local middle school principal makes appeal for additional counselor to deal with growing number of students dealing with depression ...  https://www.dothaneagle.com/news/education/principal-student-depression-growing-at-an-alarming-rate/article_3c2668b6-4463-11e9-9535-27e454dc3bab.htmlÂ â€¦,0,0.0
"Except during the 1920s we had the best economy ever under Calvin Coolidge, it was a 30s when the Great Depression came and it had nothing to do with capitalism. That's socialism didn't pull us out of anything that made things worse.",0,0.0
"Godâ€™s will for my life is utter BS. Depression, narcolepsy w/o cataplexy, bipolar I, add, & alcoholism. Physical, sexual, emotional abuse as a kid. Lost my virginity to rape as an adult. Sexually harassed by ex boss. Stalked. Now implanted & tortured. Iâ€™m like so ready 4 Heaven.",1,0.85
How CBD Oil Can Help the Symptoms of Depression  http://hempoilfrog.com/cbd-oil-for-depression/Â â€¦,0,0.0
Struggling with anxiety & depression? I offer Mindfulness-based Therapy over Skype for overcoming anxiety and depression without depending on medications. Accepting new clients now. Email me to schedule a Skype therapy session. See:  https://www.youtube.com/watch?v=CsNZbB1DVNwÂ â€¦,0,0.0
"Tom Woods offers a good history lesson regarding FDR's New Deal, and how it was hurting the economy and prolonging the Great Depression. My degree is in U.S. history, and I also agree with this historian's analysis.    https://www.youtube.com/watch?v=qfaKwC2-Yw0Â â€¦",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
I struggle with depression everyday. I have the devil knocking at my door telling me I am not good enough.,1,0.6
"Brain stimulation improves depression symptoms, restores brain waves in clinical study  https://neurosciencenews.com/brain-stimulation-tacs-depression-10877/Â â€¦",0,0.0
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
Chris Hedges: U.S. record suicides prove economic decline  https://youtu.be/R5Ryhz5LVxAÂ  @CNN @CDCgov #CDCReport #opioids #depression #fascism #capitalism @npr @nytimes,0,0.0
Depression.  https://twitter.com/SWatercolour/status/1105227961333153792Â â€¦,1,0.5
"Keep Jasmine Plant in Your Room. It Reduces Anxiety, Panic Attacks and Depression - Anya Vien  https://anyavien.com/keep-jasmine-plant-in-your-room-it-reduces-anxiety-panic-attacks-and-depression/?t=elgÂ â€¦",0,0.0
"i'm trying to not think about everything but my mind is on fire everytime. I deal with depression, anxiety, agoraphobia I slept with a baseball bat, for a long time, scared of him coming to my door it fucked up so many things in my life, my fiancee left me. the end seems near. â¤ #IAmNotOk",1,0.85
"""Itâ€™s clear that ketamine works for people with depression"" says the article. What you think about Esketamine so far? Is it the game changer we were waiting for? #depression #depressionawareness #ketamineinfusion #ketaminefordepression #ketamineismedicine https://www.rollingstone.com/culture/culture-features/esketamine-ketamine-depression-drug-approved-806363/Â â€¦",0,0.0
SONG OF THE NIGHT  https://www.youtube.com/watch?v=j6H_PUR1GeMÂ â€¦ #mentalhealth #beginagain #forgive #redemption #lifeisgood #bekind #love #truth #happiness #life #success #failure #hope #peace #song #depression #homeless #humour #smile #laugh,0,0.0
can someone cure my depression please i can't live like this anymore,1,0.65
Correct. Capitalism where the people are forced to buy the product is not capitalism by definition. Deregulation after WWII on the various industries that the government took control of is why the Great Depression was able to end.,0,0.0
 See: Skype Therapy Service for anxiety & depression  https://ift.tt/2C11iWtÂ ,0,0.0
"iâ€™m so mentally exhausted all the time, iâ€™m always sad and itâ€™s to the point where my depression and anxiety makes me physically sick and i canâ€™t do this anymore i donâ€™t wanna be here. Life sucks.",1,0.8
"Hereâ€™s an article about what Milwaukeeâ€™s Socialists did during the Great Depression, including paying city employees in scrip instead of currency  https://uwm.edu/wp-content/uploads/sites/231/2016/01/saga_landslide_reelection.pdfÂ â€¦ [9/16]",0,0.0
